Dimensions.Height,Dimensions.Length,Dimensions.Width,Engine Information.Driveline,Engine Information.Engine Type,Engine Information.Hybrid,Engine Information.Number of Forward Gears,Engine Information.Transmission,Fuel Information.City mpg,Fuel Information.Fuel Type,Fuel Information.Highway mpg,Identification.Classification,Identification.ID,Identification.Make,Identification.Model Year,Identification.Year,Engine Information.Engine Statistics.Horsepower,Engine Information.Engine Statistics.Torque,,,,,Media Fuel Info City,"Ponderi Fuel Info (RANDBETWEEN(0,10)","SUMPRODUCT(Fuel Info, ponderi)",SUM(ponderi),Media ponderat?,Mediana Fuel Info,Modul Fuel Info,Abaterea standard Fuel Info
135,253,212,Four-wheel drive,Ford 5.4L 8 cylinder 310 hp 365 ft-lbs FFV,TRUE,6,6 Speed Automatic,14,Gasoline,18,Automatic transmission,2010 Ford F-150 FX4 SuperCab 6.5-ft. Bed 4X4,Ford,2010 Ford F-150,2010,310,365,,,,,,2,,,,,,
143,253,212,Four-wheel drive,Ford 5.4L 8 cylinder 310 hp 365 ft-lbs FFV,TRUE,6,6 Speed Automatic,10,E85,13,Automatic transmission,2010 Ford F-150 FX4 SuperCrew 5.5-ft. Bed 4X4,Ford,2010 Ford F-150,2010,310,365,,,,,,10,,,,,,
148,45,212,Four-wheel drive,Ford 5.4L 8 cylinder 310 hp 365 ft-lbs FFV,TRUE,6,6 Speed Automatic,10,E85,13,Automatic transmission,2010 Ford F-150 FX4 SuperCrew 6.5-ft. Bed 4X4,Ford,2010 Ford F-150,2010,310,365,,,,,,5,,,,,,
24,253,212,Rear-wheel drive,Ford 5.4L 8 cylinder 310 hp 365 ft-lbs FFV,TRUE,6,6 Speed Automatic,10,E85,14,Automatic transmission,2010 Ford F-150 Lariat SuperCab 6.5-ft. Bed,Ford,2010 Ford F-150,2010,310,365,,,,,,4,,,,,,
135,253,212,Four-wheel drive,Ford 5.4L 8 cylinder 310 hp 365 ft-lbs FFV,TRUE,6,6 Speed Automatic,14,Gasoline,18,Automatic transmission,2010 Ford F-150 Lariat SuperCab 6.5-ft. Bed 4X4,Ford,2010 Ford F-150,2010,310,365,,,,,,9,,,,,,
95,253,212,Rear-wheel drive,Ford 5.4L 8 cylinder 310 hp 365 ft-lbs FFV,TRUE,6,6 Speed Automatic,10,E85,14,Automatic transmission,2010 Ford F-150 Lariat SuperCrew 5.5-ft. Bed,Ford,2010 Ford F-150,2010,310,365,,,,,,5,,,,,,
143,253,212,Four-wheel drive,Ford 5.4L 8 cylinder 310 hp 365 ft-lbs FFV,TRUE,6,6 Speed Automatic,10,E85,13,Automatic transmission,2010 Ford F-150 Lariat SuperCrew 5.5-ft. Bed 4X4,Ford,2010 Ford F-150,2010,310,365,,,,,,0,,,,,,
95,45,212,Rear-wheel drive,Ford 5.4L 8 cylinder 310 hp 365 ft-lbs FFV,TRUE,6,6 Speed Automatic,14,Gasoline,20,Automatic transmission,2010 Ford F-150 Lariat SuperCrew 6.5-ft. Bed,Ford,2010 Ford F-150,2010,310,365,,,,,,10,,,,,,
148,45,212,Four-wheel drive,Ford 5.4L 8 cylinder 310 hp 365 ft-lbs FFV,TRUE,6,6 Speed Automatic,10,E85,13,Automatic transmission,2010 Ford F-150 Lariat SuperCrew 6.5-ft. Bed 4X4,Ford,2010 Ford F-150,2010,310,365,,,,,,0,,,,,,
102,36,212,Rear-wheel drive,Ford 4.6L 8 cylinder 248 hp 294 ft-lbs,TRUE,4,4 Speed Automatic,15,Gasoline,19,Automatic transmission,2010 Ford F-150 STX 6.5-ft. Bed,Ford,2010 Ford F-150,2010,248,294,,,,,,9,,,,,,
138,36,212,Four-wheel drive,Ford 4.6L 8 cylinder 248 hp 294 ft-lbs,TRUE,4,4 Speed Automatic,14,Gasoline,18,Automatic transmission,2010 Ford F-150 STX 6.5-ft. Bed 4X4,Ford,2010 Ford F-150,2010,248,294,,,,,,3,,,,,,
138,36,212,Four-wheel drive,Ford 4.6L 8 cylinder 292 hp 320 ft-lbs,TRUE,6,6 Speed Automatic,14,Gasoline,20,Automatic transmission,2010 Ford F-150 STX 6.5-ft. Bed 292 hp 4X4,Ford,2010 Ford F-150,2010,292,320,,,,,,5,,,,,,
24,253,212,Rear-wheel drive,Ford 4.6L 8 cylinder 248 hp 294 ft-lbs,TRUE,4,4 Speed Automatic,15,Gasoline,19,Automatic transmission,2010 Ford F-150 STX SuperCab 6.5-ft. Bed,Ford,2010 Ford F-150,2010,248,294,,,,,,7,,,,,,
24,253,212,Rear-wheel drive,Ford 4.6L 8 cylinder 292 hp 320 ft-lbs,TRUE,6,6 Speed Automatic,15,Gasoline,21,Automatic transmission,2010 Ford F-150 STX SuperCab 6.5-ft. Bed  292 hp,Ford,2010 Ford F-150,2010,292,320,,,,,,4,,,,,,
135,253,212,Four-wheel drive,Ford 4.6L 8 cylinder 248 hp 294 ft-lbs,TRUE,4,4 Speed Automatic,14,Gasoline,18,Automatic transmission,2010 Ford F-150 STX SuperCab 6.5-ft. Bed 4X4,Ford,2010 Ford F-150,2010,248,294,,,,,,5,,,,,,
135,253,212,Four-wheel drive,Ford 4.6L 8 cylinder 292 hp 320 ft-lbs,TRUE,4,4 Speed Automatic,14,Gasoline,20,Automatic transmission,2010 Ford F-150 STX SuperCab 6.5-ft. Bed 292 hp 4X4,Ford,2010 Ford F-150,2010,292,320,,,,,,10,,,,,,
199,234,212,Four-wheel drive,Ford 5.4L 8 cylinder 310 hp 365 ft-lbs FFV,TRUE,6,6 Speed Automatic,14,Gasoline,18,Automatic transmission,2010 Ford F-150 SVT Raptor SuperCab 5.5-ft. Bed 4X4,Ford,2010 Ford F-150,2010,310,365,,,,,,7,,,,,,
102,36,212,Rear-wheel drive,Ford 4.6L 8 cylinder 248 hp 294 ft-lbs,TRUE,4,4 Speed Automatic,15,Gasoline,19,Automatic transmission,2010 Ford F-150 XL 6.5-ft. Bed,Ford,2010 Ford F-150,2010,248,294,,,,,,9,,,,,,
138,36,212,Four-wheel drive,Ford 4.6L 8 cylinder 248 hp 294 ft-lbs,TRUE,4,4 Speed Automatic,14,Gasoline,18,Automatic transmission,2010 Ford F-150 XL 6.5-ft. Bed 4X4,Ford,2010 Ford F-150,2010,248,294,,,,,,1,,,,,,
143,253,212,Rear-wheel drive,Ford 4.6L 8 cylinder 248 hp 294 ft-lbs,TRUE,4,4 Speed Automatic,15,Gasoline,19,Automatic transmission,2010 Ford F-150 XL 8-ft. Bed,Ford,2010 Ford F-150,2010,248,294,,,,,,7,,,,,,
143,253,212,Rear-wheel drive,Ford 4.6L 8 cylinder 292 hp 320 ft-lbs,TRUE,6,6 Speed Automatic,15,Gasoline,21,Automatic transmission,2010 Ford F-150 XL 8-ft. Bed  292 hp,Ford,2010 Ford F-150,2010,292,320,,,,,,3,,,,,,
143,253,212,Rear-wheel drive,Ford 5.4L 8 cylinder 310 hp 365 ft-lbs FFV,TRUE,6,6 Speed Automatic,10,E85,14,Automatic transmission,2010 Ford F-150 XL 8-ft. Bed FFV,Ford,2010 Ford F-150,2010,310,365,,,,,,4,,,,,,
133,253,212,Four-wheel drive,Ford 4.6L 8 cylinder 248 hp 294 ft-lbs,TRUE,4,4 Speed Automatic,14,Gasoline,18,Automatic transmission,2010 Ford F-150 XL 8-ft. Bed 4X4,Ford,2010 Ford F-150,2010,248,294,,,,,,6,,,,,,
133,253,212,Four-wheel drive,Ford 4.6L 8 cylinder 292 hp 320 ft-lbs,TRUE,6,6 Speed Automatic,14,Gasoline,20,Automatic transmission,2010 Ford F-150 XL 8-ft. Bed 292 hp 4X4,Ford,2010 Ford F-150,2010,292,320,,,,,,5,,,,,,
133,253,212,Four-wheel drive,Ford 5.4L 8 cylinder 310 hp 365 ft-lbs FFV,TRUE,6,6 Speed Automatic,14,Gasoline,18,Automatic transmission,2010 Ford F-150 XL 8-ft. Bed FFV 4X4,Ford,2010 Ford F-150,2010,310,365,,,,,,1,,,,,,
24,253,212,Rear-wheel drive,Ford 4.6L 8 cylinder 248 hp 294 ft-lbs,TRUE,4,4 Speed Automatic,15,Gasoline,19,Automatic transmission,2010 Ford F-150 XL SuperCab 6.5-ft. Bed,Ford,2010 Ford F-150,2010,248,294,,,,,,0,,,,,,
24,253,212,Rear-wheel drive,Ford 4.6L 8 cylinder 292 hp 320 ft-lbs,TRUE,6,6 Speed Automatic,15,Gasoline,21,Automatic transmission,2010 Ford F-150 XL SuperCab 6.5-ft. Bed  292 hp,Ford,2010 Ford F-150,2010,292,320,,,,,,3,,,,,,
24,253,212,Rear-wheel drive,Ford 5.4L 8 cylinder 310 hp 365 ft-lbs FFV,TRUE,6,6 Speed Automatic,14,Gasoline,20,Automatic transmission,2010 Ford F-150 XL SuperCab 6.5-ft. Bed  FFV,Ford,2010 Ford F-150,2010,310,365,,,,,,7,,,,,,
135,253,212,Four-wheel drive,Ford 4.6L 8 cylinder 248 hp 294 ft-lbs,TRUE,4,4 Speed Automatic,14,Gasoline,18,Automatic transmission,2010 Ford F-150 XL SuperCab 6.5-ft. Bed 4X4,Ford,2010 Ford F-150,2010,248,294,,,,,,5,,,,,,
135,253,212,Four-wheel drive,Ford 4.6L 8 cylinder 292 hp 320 ft-lbs,TRUE,6,6 Speed Automatic,14,Gasoline,20,Automatic transmission,2010 Ford F-150 XL SuperCab 6.5-ft. Bed 292 hp 4X4,Ford,2010 Ford F-150,2010,292,320,,,,,,2,,,,,,
135,253,212,Four-wheel drive,Ford 5.4L 8 cylinder 310 hp 365 ft-lbs FFV,TRUE,6,6 Speed Automatic,10,E85,13,Automatic transmission,2010 Ford F-150 XL SuperCab 6.5-ft. Bed FFV 4X4,Ford,2010 Ford F-150,2010,310,365,,,,,,0,,,,,,
135,213,212,Rear-wheel drive,Ford 4.6L 8 cylinder 248 hp 294 ft-lbs,TRUE,4,4 Speed Automatic,15,Gasoline,19,Automatic transmission,2010 Ford F-150 XL SuperCab 8-ft. Bed,Ford,2010 Ford F-150,2010,248,294,,,,,,8,,,,,,
135,213,212,Rear-wheel drive,Ford 4.6L 8 cylinder 292 hp 320 ft-lbs,TRUE,6,6 Speed Automatic,15,Gasoline,21,Automatic transmission,2010 Ford F-150 XL SuperCab 8-ft. Bed  292 hp,Ford,2010 Ford F-150,2010,292,320,,,,,,3,,,,,,
138,36,212,Four-wheel drive,Ford 4.6L 8 cylinder 248 hp 294 ft-lbs,TRUE,4,4 Speed Automatic,14,Gasoline,18,Automatic transmission,2010 Ford F-150 XL 6.5-ft. Bed 4X4,Ford,2010 Ford F-150,2010,248,294,,,,,,6,,,,,,
143,253,212,Rear-wheel drive,Ford 4.6L 8 cylinder 248 hp 294 ft-lbs,TRUE,4,4 Speed Automatic,15,Gasoline,19,Automatic transmission,2010 Ford F-150 XL 8-ft. Bed,Ford,2010 Ford F-150,2010,248,294,,,,,,3,,,,,,
156,213,212,Four-wheel drive,Ford 4.6L 8 cylinder 292 hp 320 ft-lbs,TRUE,6,6 Speed Automatic,14,Gasoline,20,Automatic transmission,2010 Ford F-150 XL SuperCab 8-ft. Bed 292 hp 4X4,Ford,2010 Ford F-150,2010,292,320,,,,,,0,,,,,,
156,213,212,Four-wheel drive,Ford 5.4L 8 cylinder 310 hp 365 ft-lbs FFV,TRUE,6,6 Speed Automatic,14,Gasoline,18,Automatic transmission,2010 Ford F-150 XL SuperCab 8-ft. Bed FFV 4X4,Ford,2010 Ford F-150,2010,310,365,,,,,,5,,,,,,
95,253,212,Rear-wheel drive,Ford 4.6L 8 cylinder 248 hp 294 ft-lbs,TRUE,4,4 Speed Automatic,15,Gasoline,19,Automatic transmission,2010 Ford F-150 XL SuperCrew 5.5-ft. Bed,Ford,2010 Ford F-150,2010,248,294,,,,,,6,,,,,,
95,253,212,Rear-wheel drive,Ford 4.6L 8 cylinder 292 hp 320 ft-lbs,TRUE,6,6 Speed Automatic,15,Gasoline,21,Automatic transmission,2010 Ford F-150 XL SuperCrew 5.5-ft. Bed  292 hp,Ford,2010 Ford F-150,2010,292,320,,,,,,7,,,,,,
143,253,212,Four-wheel drive,Ford 4.6L 8 cylinder 292 hp 320 ft-lbs,TRUE,6,6 Speed Automatic,14,Gasoline,20,Automatic transmission,2010 Ford F-150 XL SuperCrew 5.5-ft. Bed 4X4,Ford,2010 Ford F-150,2010,292,320,,,,,,6,,,,,,
95,45,212,Rear-wheel drive,Ford 4.6L 8 cylinder 248 hp 294 ft-lbs,TRUE,4,4 Speed Automatic,15,Gasoline,19,Automatic transmission,2010 Ford F-150 XL SuperCrew 6.5-ft. Bed,Ford,2010 Ford F-150,2010,248,294,,,,,,9,,,,,,
95,45,212,Rear-wheel drive,Ford 4.6L 8 cylinder 292 hp 320 ft-lbs,TRUE,6,6 Speed Automatic,15,Gasoline,21,Automatic transmission,2010 Ford F-150 XL SuperCrew 6.5-ft. Bed  292 hp,Ford,2010 Ford F-150,2010,292,320,,,,,,8,,,,,,
148,45,212,Four-wheel drive,Ford 4.6L 8 cylinder 292 hp 320 ft-lbs,TRUE,6,6 Speed Automatic,14,Gasoline,20,Automatic transmission,2010 Ford F-150 XL SuperCrew 6.5-ft. Bed 4X4,Ford,2010 Ford F-150,2010,292,320,,,,,,0,,,,,,
102,36,212,Rear-wheel drive,Ford 4.6L 8 cylinder 248 hp 294 ft-lbs,TRUE,4,4 Speed Automatic,15,Gasoline,19,Automatic transmission,2010 Ford F-150 XLT 6.5-ft. Bed,Ford,2010 Ford F-150,2010,248,294,,,,,,9,,,,,,
138,36,212,Four-wheel drive,Ford 4.6L 8 cylinder 248 hp 294 ft-lbs,TRUE,4,4 Speed Automatic,14,Gasoline,18,Automatic transmission,2010 Ford F-150 XLT 6.5-ft. Bed 4X4,Ford,2010 Ford F-150,2010,248,294,,,,,,3,,,,,,
135,253,212,Four-wheel drive,Ford 5.4L 8 cylinder 310 hp 365 ft-lbs FFV,TRUE,6,6 Speed Automatic,14,Gasoline,18,Automatic transmission,2010 Ford F-150 XL SuperCab 6.5-ft. Bed FFV 4X4,Ford,2010 Ford F-150,2010,310,365,,,,,,8,,,,,,
138,36,212,Four-wheel drive,Ford 5.4L 8 cylinder 310 hp 365 ft-lbs FFV,TRUE,6,6 Speed Automatic,10,E85,13,Automatic transmission,2010 Ford F-150 XLT 6.5-ft. Bed FFV 4X4,Ford,2010 Ford F-150,2010,310,365,,,,,,10,,,,,,
143,253,212,Rear-wheel drive,Ford 4.6L 8 cylinder 248 hp 294 ft-lbs,TRUE,4,4 Speed Automatic,15,Gasoline,19,Automatic transmission,2010 Ford F-150 XLT 8-ft. Bed,Ford,2010 Ford F-150,2010,248,294,,,,,,6,,,,,,
143,253,212,Rear-wheel drive,Ford 4.6L 8 cylinder 292 hp 320 ft-lbs,TRUE,6,6 Speed Automatic,15,Gasoline,21,Automatic transmission,2010 Ford F-150 XLT 8-ft. Bed  292 hp,Ford,2010 Ford F-150,2010,292,320,,,,,,0,,,,,,
143,253,212,Rear-wheel drive,Ford 5.4L 8 cylinder 310 hp 365 ft-lbs FFV,TRUE,6,6 Speed Automatic,14,Gasoline,20,Automatic transmission,2010 Ford F-150 XLT 8-ft. Bed FFV,Ford,2010 Ford F-150,2010,310,365,,,,,,10,,,,,,
133,253,212,Four-wheel drive,Ford 4.6L 8 cylinder 248 hp 294 ft-lbs,TRUE,4,4 Speed Automatic,14,Gasoline,18,Automatic transmission,2010 Ford F-150 XLT 8-ft. Bed 4X4,Ford,2010 Ford F-150,2010,248,294,,,,,,7,,,,,,
133,253,212,Four-wheel drive,Ford 4.6L 8 cylinder 292 hp 320 ft-lbs,TRUE,6,6 Speed Automatic,14,Gasoline,20,Automatic transmission,2010 Ford F-150 XLT 8-ft. Bed 292 hp 4X4,Ford,2010 Ford F-150,2010,292,320,,,,,,7,,,,,,
133,253,212,Four-wheel drive,Ford 5.4L 8 cylinder 310 hp 365 ft-lbs FFV,TRUE,6,6 Speed Automatic,14,Gasoline,18,Automatic transmission,2010 Ford F-150 XLT 8-ft. Bed FFV 4X4,Ford,2010 Ford F-150,2010,310,365,,,,,,3,,,,,,
24,253,212,Rear-wheel drive,Ford 4.6L 8 cylinder 292 hp 320 ft-lbs,TRUE,6,6 Speed Automatic,15,Gasoline,21,Automatic transmission,2010 Ford F-150 XLT SuperCab 6.5-ft. Bed,Ford,2010 Ford F-150,2010,292,320,,,,,,1,,,,,,
143,253,212,Four-wheel drive,Ford 4.6L 8 cylinder 292 hp 320 ft-lbs,TRUE,6,6 Speed Automatic,14,Gasoline,20,Automatic transmission,2010 Ford F-150 XL SuperCrew 5.5-ft. Bed 4X4,Ford,2010 Ford F-150,2010,292,320,,,,,,8,,,,,,
95,45,212,Rear-wheel drive,Ford 4.6L 8 cylinder 248 hp 294 ft-lbs,TRUE,4,4 Speed Automatic,15,Gasoline,19,Automatic transmission,2010 Ford F-150 XL SuperCrew 6.5-ft. Bed,Ford,2010 Ford F-150,2010,248,294,,,,,,5,,,,,,
135,253,212,Four-wheel drive,Ford 5.4L 8 cylinder 310 hp 365 ft-lbs FFV,TRUE,6,6 Speed Automatic,10,E85,13,Automatic transmission,2010 Ford F-150 XLT SuperCab 6.5-ft. Bed FFV 4X4,Ford,2010 Ford F-150,2010,310,365,,,,,,3,,,,,,
135,213,212,Rear-wheel drive,Ford 4.6L 8 cylinder 292 hp 320 ft-lbs,TRUE,6,6 Speed Automatic,15,Gasoline,21,Automatic transmission,2010 Ford F-150 XLT SuperCab 8-ft. Bed,Ford,2010 Ford F-150,2010,292,320,,,,,,10,,,,,,
135,213,212,Rear-wheel drive,Ford 5.4L 8 cylinder 310 hp 365 ft-lbs FFV,TRUE,6,6 Speed Automatic,14,Gasoline,20,Automatic transmission,2010 Ford F-150 XLT SuperCab 8-ft. Bed  FFV,Ford,2010 Ford F-150,2010,310,365,,,,,,5,,,,,,
156,213,212,Four-wheel drive,Ford 4.6L 8 cylinder 292 hp 320 ft-lbs,TRUE,6,6 Speed Automatic,14,Gasoline,20,Automatic transmission,2010 Ford F-150 XLT SuperCab 8-ft. Bed 4X4,Ford,2010 Ford F-150,2010,292,320,,,,,,2,,,,,,
156,213,212,Four-wheel drive,Ford 5.4L 8 cylinder 310 hp 365 ft-lbs FFV,TRUE,6,6 Speed Automatic,14,Gasoline,18,Automatic transmission,2010 Ford F-150 XLT SuperCab 8-ft. Bed FFV 4X4,Ford,2010 Ford F-150,2010,310,365,,,,,,3,,,,,,
95,253,212,Rear-wheel drive,Ford 4.6L 8 cylinder 292 hp 320 ft-lbs,TRUE,6,6 Speed Automatic,15,Gasoline,21,Automatic transmission,2010 Ford F-150 XLT SuperCrew 5.5-ft. Bed,Ford,2010 Ford F-150,2010,292,320,,,,,,6,,,,,,
95,253,212,Rear-wheel drive,Ford 5.4L 8 cylinder 310 hp 365 ft-lbs FFV,TRUE,6,6 Speed Automatic,10,Gasoline,14,Automatic transmission,2010 Ford F-150 XLT SuperCrew 5.5-ft. Bed  FFV,Ford,2010 Ford F-150,2010,310,365,,,,,,9,,,,,,
143,253,212,Four-wheel drive,Ford 4.6L 8 cylinder 292 hp 320 ft-lbs,TRUE,6,6 Speed Automatic,14,Gasoline,20,Automatic transmission,2010 Ford F-150 XLT SuperCrew 5.5-ft. Bed 4X4,Ford,2010 Ford F-150,2010,292,320,,,,,,9,,,,,,
143,253,212,Four-wheel drive,Ford 5.4L 8 cylinder 310 hp 365 ft-lbs FFV,TRUE,6,6 Speed Automatic,10,E85,13,Automatic transmission,2010 Ford F-150 XLT SuperCrew 5.5-ft. Bed FFV 4X4,Ford,2010 Ford F-150,2010,310,365,,,,,,2,,,,,,
95,45,212,Rear-wheel drive,Ford 4.6L 8 cylinder 292 hp 320 ft-lbs,TRUE,6,6 Speed Automatic,15,Gasoline,21,Automatic transmission,2010 Ford F-150 XLT SuperCrew 6.5-ft. Bed,Ford,2010 Ford F-150,2010,292,320,,,,,,6,,,,,,
95,45,212,Rear-wheel drive,Ford 5.4L 8 cylinder 310 hp 365 ft-lbs FFV,TRUE,6,6 Speed Automatic,10,E85,14,Automatic transmission,2010 Ford F-150 XLT SuperCrew 6.5-ft. Bed FFV,Ford,2010 Ford F-150,2010,310,365,,,,,,8,,,,,,
148,45,212,Four-wheel drive,Ford 4.6L 8 cylinder 292 hp 320 ft-lbs,TRUE,6,6 Speed Automatic,14,Gasoline,20,Automatic transmission,2010 Ford F-150 XLT SuperCrew 6.5-ft. Bed 4X4,Ford,2010 Ford F-150,2010,292,320,,,,,,10,,,,,,
148,45,212,Four-wheel drive,Ford 5.4L 8 cylinder 310 hp 365 ft-lbs FFV,TRUE,6,6 Speed Automatic,14,Gasoline,18,Automatic transmission,2010 Ford F-150 XLT SuperCrew 6.5-ft. Bed FFV 4X4,Ford,2010 Ford F-150,2010,310,365,,,,,,2,,,,,,
82,207,240,Rear-wheel drive,GMC 6.0L 8 Cylinder 332 hp 367 ft-lbs Hybrid,TRUE,4,4 Speed Automatic Select Shift,20,Gasoline,23,Automatic transmission,2011 GMC Sierra 1500 Hybrid 3HA 2WD,GMC,2011 GMC Sierra 1500 Hybrid,2011,332,367,,,,,,4,,,,,,
82,207,240,Rear-wheel drive,GMC 6.0L 8 Cylinder 332 hp 367 ft-lbs Hybrid,TRUE,4,4 Speed Automatic Select Shift,20,Gasoline,23,Automatic transmission,2011 GMC Sierra 1500 Hybrid 3HB 2WD,GMC,2011 GMC Sierra 1500 Hybrid,2011,332,367,,,,,,4,,,,,,
79,207,240,Four-wheel drive,GMC 6.0L 8 Cylinder 332 hp 367 ft-lbs Hybrid,TRUE,4,4 Speed Automatic Select Shift,20,Gasoline,23,Automatic transmission,2011 GMC Sierra 1500 Hybrid 3HA 4WD,GMC,2011 GMC Sierra 1500 Hybrid,2011,332,367,,,,,,10,,,,,,
79,207,240,Four-wheel drive,GMC 6.0L 8 Cylinder 332 hp 367 ft-lbs Hybrid,TRUE,4,4 Speed Automatic Select Shift,20,Gasoline,23,Automatic transmission,2011 GMC Sierra 1500 Hybrid 3HB 4WD,GMC,2011 GMC Sierra 1500 Hybrid,2011,332,367,,,,,,7,,,,,,
82,207,240,Rear-wheel drive,GMC 6.0L 8 Cylinder 332 hp 367 ft-lbs Hybrid,TRUE,4,4 Speed Automatic,21,Gasoline,22,Automatic transmission,2010 GMC Sierra 1500 Hybrid 3HA 2WD,GMC,2010 GMC Sierra 1500 Hybrid,2010,332,367,,,,,,5,,,,,,
82,207,240,Rear-wheel drive,GMC 6.0L 8 Cylinder 332 hp 367 ft-lbs Hybrid,TRUE,4,4 Speed Automatic,21,Gasoline,22,Automatic transmission,2010 GMC Sierra 1500 Hybrid 3HB 2WD,GMC,2010 GMC Sierra 1500 Hybrid,2010,332,367,,,,,,0,,,,,,
79,207,240,Four-wheel drive,GMC 6.0L 8 Cylinder 332 hp 367 ft-lbs Hybrid,TRUE,4,4 Speed Automatic,21,Gasoline,22,Automatic transmission,2010 GMC Sierra 1500 Hybrid 3HA 4WD,GMC,2010 GMC Sierra 1500 Hybrid,2010,332,367,,,,,,1,,,,,,
79,207,240,Four-wheel drive,GMC 6.0L 8 Cylinder 332 hp 367 ft-lbs Hybrid,TRUE,4,4 Speed Automatic,21,Gasoline,22,Automatic transmission,2010 GMC Sierra 1500 Hybrid 3HB 4WD,GMC,2010 GMC Sierra 1500 Hybrid,2010,332,367,,,,,,1,,,,,,
135,2,219,Four-wheel drive,Ford 6.2L 8 Cylinder 411 hp 434 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,12,Gasoline,16,Automatic transmission,2011 Ford F-150 Lariat Limited SuperCrew 5.5-ft. Bed 4X4,Ford,2011 Ford F-150,2011,411,434,,,,,,9,,,,,,
246,102,83,Rear-wheel drive,Aston Martin 5.9L 12 Cylinder 470 hp 443 ft-lbs,TRUE,6,6 Speed Manual,11,Gasoline,17,Manual transmission,2011 Aston Martin DB9 Volante Special Edition,Aston Martin,2011 Aston Martin DB9 Volante,2011,470,443,,,,,,8,,,,,,
183,40,67,Rear-wheel drive,BMW 3.0L 6 cylinder 240hp 230 ft-lbs,TRUE,8,8 Speed Automatic Select Shift,22,Gasoline,32,Automatic transmission,2011 BMW 528i Sedan,BMW,2011 BMW 5 Series Sedan,2011,240,230,,,,,,4,,,,,,
183,40,67,All-wheel drive,BMW 3.0L 6 cylinder 300 hp 300 ft-lbs Turbo,TRUE,8,8 Speed Automatic Select Shift,19,Gasoline,29,Automatic transmission,2011 BMW 535i xDrive Sedan,BMW,2011 BMW 5 Series Sedan,2011,300,300,,,,,,0,,,,,,
183,40,67,All-wheel drive,BMW 4.4L 8 cylinder 400 hp 450 ft-lbs Turbo,TRUE,8,8 Speed Automatic Select Shift,16,Gasoline,24,Automatic transmission,2011 BMW 550i xDrive Sedan,BMW,2011 BMW 5 Series Sedan,2011,400,450,,,,,,3,,,,,,
150,22,234,Rear-wheel drive,Mercedes-Benz 3.0L 6 Cylinder 228 hp 221 ft-lbs,TRUE,6,6 Speed Manual,18,Gasoline,26,Manual transmission,2010 Mercedes-Benz C300 Sport,Mercedes,2010 Mercedes-Benz C-Class,2010,228,221,,,,,,1,,,,,,
150,22,234,Rear-wheel drive,Mercedes-Benz 3.0L 6 Cylinder 228 hp 221 ft-lbs,TRUE,7,7 Speed Automatic Select Shift,18,Gasoline,26,Automatic transmission,2010 Mercedes-Benz C300 Sport AT,Mercedes,2010 Mercedes-Benz C-Class,2010,228,221,,,,,,4,,,,,,
97,235,224,Rear-wheel drive,Dodge 3.7L 6 Cylinder 215 hp 235 ft-lbs,TRUE,4,4 Speed Automatic,14,Gasoline,20,Automatic transmission,2011 Dodge Ram 1500 ST Regular Cab 8'' box 4x2,Dodge,2011 Dodge Ram 1500,2011,215,235,,,,,,8,,,,,,
97,235,224,Rear-wheel drive,Dodge 4.7L 8 Cylinder 310 hp 330 ft-lbs FFV,TRUE,5,5 Speed Automatic,9,E85,13,Automatic transmission,2011 Dodge Ram 1500 ST Regular Cab 8'' box 310 hp 4x2,Dodge,2011 Dodge Ram 1500,2011,310,330,,,,,,1,,,,,,
97,235,224,Rear-wheel drive,Dodge 5.7L 8 Cylinder 390 hp 407 ft-lbs,TRUE,5,5 Speed Automatic,14,Gasoline,20,Automatic transmission,2011 Dodge Ram 1500 ST Regular Cab 8'' box 390 hp 4x2,Dodge,2011 Dodge Ram 1500,2011,390,407,,,,,,4,,,,,,
113,235,224,Four-wheel drive,Dodge 4.7L 8 Cylinder 310 hp 330 ft-lbs FFV,TRUE,5,5 Speed Automatic,13,Gasoline,18,Automatic transmission,2011 Dodge Ram 1500 ST Regular Cab 8'' box 4x4,Dodge,2011 Dodge Ram 1500,2011,310,330,,,,,,10,,,,,,
113,235,224,Four-wheel drive,Dodge 5.7L 8 Cylinder 390 hp 407 ft-lbs,TRUE,5,5 Speed Automatic,13,Gasoline,19,Automatic transmission,2011 Dodge Ram 1500 ST Regular Cab 8'' box 390 hp 4x4,Dodge,2011 Dodge Ram 1500,2011,390,407,,,,,,0,,,,,,
97,235,224,Rear-wheel drive,Dodge 4.7L 8 Cylinder 310 hp 330 ft-lbs FFV,TRUE,5,5 Speed Automatic,9,E85,13,Automatic transmission,2011 Dodge Ram 1500 SLT Regular Cab 8'' box 4x2,Dodge,2011 Dodge Ram 1500,2011,310,330,,,,,,10,,,,,,
97,235,224,Rear-wheel drive,Dodge 5.7L 8 Cylinder 390 hp 407 ft-lbs,TRUE,5,5 Speed Automatic,14,Gasoline,20,Automatic transmission,2011 Dodge Ram 1500 SLT Regular Cab 8'' box 390 hp 4x2,Dodge,2011 Dodge Ram 1500,2011,390,407,,,,,,3,,,,,,
